,epoch,loss_epoch,time_elapsed,lr_epoch
0,0,1.8559448719024658,1.1163849830627441,0.0005
1,1,1.7279547452926636,0.2895781993865967,0.0005
2,2,1.596919298171997,0.2878992557525635,0.0005
3,3,2.0781214237213135,0.28874850273132324,0.0005
4,4,1.6035163402557373,0.28850460052490234,0.0005
5,5,1.5983643531799316,0.28939127922058105,0.0005
6,6,1.6197518110275269,0.288832426071167,0.0005
7,7,1.644646167755127,0.2892167568206787,0.0005
8,8,1.6555322408676147,0.2904326915740967,0.0005
9,9,1.6606050729751587,0.2904512882232666,0.0005
10,10,1.6538583040237427,0.28877949714660645,0.0005
11,11,1.647024154663086,0.2904071807861328,0.0005
12,12,1.6356022357940674,0.2977011203765869,0.0005
13,13,1.6096287965774536,0.2899177074432373,0.0005
14,14,1.6046725511550903,0.28867602348327637,0.0005
15,15,1.601320743560791,0.2952582836151123,0.0005
16,16,1.6059584617614746,0.30084991455078125,0.0005
17,17,1.602132797241211,0.2997579574584961,0.0005
18,18,1.6093343496322632,0.293701171875,0.0005
19,19,1.6091989278793335,0.2966499328613281,0.0005
20,20,1.5977427959442139,0.29088282585144043,0.0005
21,21,1.6037216186523438,0.29141855239868164,0.0005
22,22,1.5918607711791992,0.2997465133666992,0.0005
23,23,1.5934531688690186,0.29790544509887695,0.0005
24,24,1.5971182584762573,0.2900705337524414,0.0005
25,25,1.5833762884140015,0.30260229110717773,0.0005
26,26,1.5794026851654053,0.33168554306030273,0.0005
27,27,1.5765702724456787,0.2996382713317871,0.0005
28,28,1.5422569513320923,0.29535698890686035,0.0005
29,29,1.5828582048416138,0.30626940727233887,0.0005
30,30,1.5907334089279175,0.29979562759399414,0.0005
31,31,1.582961916923523,0.3090662956237793,0.0005
32,32,1.5733642578125,0.3008735179901123,0.0005
33,33,1.4771465063095093,0.2960326671600342,0.0005
34,34,2.102274179458618,0.29404544830322266,0.0005
35,35,1.4589885473251343,0.2928307056427002,0.0005
36,36,1.5258581638336182,0.2925078868865967,0.0005
37,37,1.5828018188476562,0.29529762268066406,0.0005
38,38,1.601875901222229,0.30026721954345703,0.0005
39,39,1.6083924770355225,0.29236650466918945,0.0005
40,40,1.6165851354599,0.2922389507293701,0.0005
41,41,1.6246510744094849,0.29263973236083984,0.0005
42,42,1.6202938556671143,0.2942368984222412,0.0005
43,43,1.6122848987579346,0.29248881340026855,0.0005
44,44,1.6040234565734863,0.2958869934082031,0.0005
45,45,1.5971887111663818,0.2974991798400879,0.0005
46,46,1.5750925540924072,0.29824018478393555,0.0005
47,47,1.5396490097045898,0.29031944274902344,0.0005
48,48,1.456992745399475,0.2920215129852295,0.0005
49,49,1.5847498178482056,0.2932138442993164,0.0005
50,50,1.5499202013015747,0.3090541362762451,0.0005
51,51,1.43220853805542,0.3072848320007324,0.0005
52,52,1.6813653707504272,0.3020339012145996,0.0005
53,53,1.4785730838775635,0.2999424934387207,0.0005
54,54,1.5422968864440918,0.3165290355682373,0.0005
55,55,1.5910348892211914,0.29942989349365234,0.0005
56,56,1.5996475219726562,0.3100240230560303,0.0005
57,57,1.5883557796478271,0.3110160827636719,0.0005
58,58,1.5644084215164185,0.31054139137268066,0.0005
59,59,1.551100254058838,0.2921757698059082,0.0005
60,60,1.5467514991760254,0.29677724838256836,0.0005
61,61,1.5463885068893433,0.2841508388519287,0.0005
62,62,1.5445327758789062,0.2859618663787842,0.0005
63,63,1.5387428998947144,0.2899608612060547,0.0005
64,64,1.5246446132659912,0.2920351028442383,0.0005
65,65,1.498966932296753,0.2899465560913086,0.0005
66,66,1.466347336769104,0.29474902153015137,0.0005
67,67,1.4398716688156128,0.28962111473083496,0.0005
68,68,1.3812906742095947,0.2890152931213379,0.0005
69,69,1.3916244506835938,0.29148435592651367,0.0005
70,70,1.3861544132232666,0.29433774948120117,0.0005
